Video Id,Comment ID,Author,Text,Likes,Time,Cleaned Text,label
2,Ugxjs-AOqg6hiZgq2854AaABAg,@dhananjayakumarasingha,ඔන්න ඕකයි ජෙප්පොන්ගෙ වාචික භාවිතය,7,1760227200,ඔන්න ඕකයි ජෙප්පොන්ගෙ වාචික භාවිතය,Hate
2,UgwRv19g8eV6Y-cfCml4AaABAg,@Gyn-o9c,බිග් කුච්චන් 😂,4,1760227200,බිග් කුච්චන්,Normal
2,Ugx1DIb1wR86nQD9-CB4AaABAg,@JayarajaSinha,Bikoucan. Gonhadoun😅😅😅😅😅,2,1760227200,bikoucan gonhadoun,Hate
2,UgxRNCHBh6ZPnS1MInJ4AaABAg,@kaishu-p7o,Bimal 😭😭😭😭,5,1760227200,bimal,Normal
2,UgzLDFsd-YMmsfjdQW54AaABAg,@nirmaleevithana8321,කතානායක  මරු ස්වාධීන   ඌ තනිකර  මාලිමාවෙ පාපිසි රූකඩය වගේ....නෙදකින්,5,1760227200,කතානායක මරු ස්වාධීන ඌ තනිකර මාලිමාවෙ පාපිසි රූකඩය වගේ නෙදකින්,Hate
2,UgzXsMMa5DFrO1Y7oRh4AaABAg,@PriyaKbr,Parliament එක නාඩගම් මඩුවක් කළේ ⁣වැඩබැරි ජෙප්පෝනෙ.,14,1760227200,parliament එක නාඩගම් මඩුවක් කළේ වැඩබැරි ජෙප්පෝනෙ,Normal
2,Ugy0QTVfM4Xte-eCeoZ4AaABAg,@adda-nd,ලප kota.. බිග් kuchchan 😊😊😊😅😅niyamai නලින් බණ්ඩාර,36,1760227200,ලප kota බිග් kuchchan niyamai නලින් බණ්ඩාර,Hate
2,UgzdRIPMv4ki7Lj2Dax4AaABAg,@KasunChanaka-bf3lb,මල් පැල වලට වෙච්ච දෙයක් 😅 it's a big cuchchan,40,1760227200,මල් පැල වලට වෙච්ච දෙයක් it s a big cuchchan,Hate
2,UgzTYK9LpqsZ-WNmwI14AaABAg,@KasunChanaka-bf3lb,"අරූ කතානායක නෙවෙයි,ඌ බිමල් රත්නායක 😂",32,1760227200,අරූ කතානායක නෙවෙයි ඌ බිමල් රත්නායක,Normal
2,Ugyco6DFJpEwehrKpTN4AaABAg,@padeepsuranga2261,මෝඩ ජෙෆ් ලා.......🤣,6,1760227200,මෝඩ ජෙෆ් ලා,Hate
2,UgxFVmlBlonqY5t6M394AaABAg,@KasunLasantha-k3c,Hiru TV  oyalagen oita wada deyak balaporoththu wenna be...,1,1760227200,hiru tv oyalagen oita wada deyak balaporoththu wenna be,Hate
2,UgysTEhbTJxv2FmBf_54AaABAg,@janakimalkanthi7509,Hari me lapaya ge kalisama asse sipai😂😂😂😂,2,1760227200,hari me lapaya ge kalisama asse sipai,Hate
2,Ugxg8klRmTDo-qf7SL54AaABAg,@අයේශිකා,බිග් කුච්චන්😂,21,1760227200,බිග් කුච්චන්,Nomal
2,UgzmzsatN1zVwGrg_e94AaABAg,@thavelogue_chronicles,ඉට්ස් අ බිග් කුච්චන් 😂😂,41,1760227200,ඉට්ස් අ බිග් කුච්චන්,Normal
2,Ugy2w0AafXA5Gyt3Fqh4AaABAg,@lakishan5790,thabuththegama pachaya kiwwanam hari😂😂😂😂😂😂modayo😂😂😂😂,5,1760227200,thabuththegama pachaya kiwwanam harimodayo,Hate
2,UgxH_-2yZuSRAagMTQd4AaABAg,@GlobelHambantota,"ඇච්චුලි 
ඉස්ස බිග් කුච්චන් 
JVP පිස්සු පීකුදු උත්තොලා",16,1757635200,ඇච්චුලි ඉස්ස බිග් කුච්චන් jvp පිස්සු පීකුදු උත්තොලා,Hate
2,UgwrBn6XVQip8lIQi4B4AaABAg,@ChandraSenarathperumaarachchig,ඉස් අ බිග් කුච්චන් කෝ😂😂😂කෝ,32,1757635200,ඉස් අ බිග් කුච්චන් කෝකෝ,Normal
2,UgyVVk-ejCyG1ml4pm54AaABAg,@AjanthaDoluweera,"Lapayay, sipay kiyanne katada kiyala janathawa dannawa.",0,1757635200,lapayay sipay kiyanne katada kiyala janathawa dannawa,Hate
2,Ugy06dTc2_3XDMqy4Td4AaABAg,@nimaljayasiri6065,කල වෑද්දෝ රෑලක් සූට් ඈදගෙන...ජෙප්පෝ විහිලුවක් ....ද්‍රෝහී පච රෑල ........,14,1757635200,කල වෑද්දෝ රෑලක් සූට් ඈදගෙන ජෙප්පෝ විහිලුවක් ද් රෝහී පච රෑල,Hate
2,UgyPGvTTkm2gGScEgT94AaABAg,@SKarunarathna777-e8o,Hoda wade jepponta unta hodai anunta apahsa karanna😂😂,7,1757635200,hoda wade jepponta unta hodai anunta apahsa karanna,Normal
2,Ugx4iyE2TWua4X7a3TJ4AaABAg,@NishanthaMarasingha,Ammo,0,1757635200,ammo,Normal
2,UgwnGYveg9VucXHsCG54AaABAg,@fizz-e4o,LOL Npp ඉස්ස බිග් කුච්චෙන් ඇක්චුලි😂😂,24,1757635200,lol npp ඉස්ස බිග් කුච්චෙන් ඇක්චුලි,Hate
2,Ugwdms-S65-VUxEnFOZ4AaABAg,@sandunthiwanka8804,Aaaaaaa kawda me kathanayaka......😮,5,1757635200,a kawda me kathanayaka,Hate
2,UgxLxrorK-28UmHBYDF4AaABAg,@sandunthiwanka8804,Thopini yko lapai sipai.....mineemaruwo,1,1757635200,thopini yko lapai sipai mineemaruwo,Normal
2,UgxJnlbm3CkKaS-Brkx4AaABAg,@AnuBandara-n5h,Mini marala kale penala hitapu jeppo giya udak,1,1757635200,mini marala kale penala hitapu jeppo giya udak,Normal
2,UgymnWV0Djzy07ZPSnB4AaABAg,@yajasaji5955,චූටි ආතල් ඵකක් ලැබිල,3,1757635200,චූටි ආතල් ඵකක් ලැබිල,Normal
